UNITID,cip_family,total_awards,cip_label
229115,23,75.0,English
229115,24,239.0,Liberal Arts
229115,26,698.0,Biological Sciences
229115,27,60.0,Mathematics
229115,30,275.0,Interdisciplinary
229115,31,102.0,Parks/Recreation
229115,38,15.0,Philosophy/Religion
229115,40,65.0,Physical Sciences
229115,42,393.0,Psychology
229115,44,22.0,Public Administration
229115,45,293.0,Social Sciences
229115,50,197.0,Visual/Performing Arts
229115,51,32.0,Health Professions
229115,52,1498.0,Business
229115,54,76.0,History
229160,09,13.0,Communication
229160,11,11.0,Computer Science
229160,13,29.0,Education
229160,16,6.0,Foreign Languages
229160,22,4.0,Legal Professions
229160,23,4.0,English
229160,26,14.0,Biological Sciences
229160,30,28.0,Interdisciplinary
229160,31,13.0,Parks/Recreation
229160,38,2.0,Philosophy/Religion
229160,40,0.0,Physical Sciences
229160,42,30.0,Psychology
229160,43,22.0,Homeland Security
229160,45,9.0,Social Sciences
229160,50,20.0,Visual/Performing Arts
229160,51,5.0,Health Professions
229160,52,93.0,Business
229160,54,9.0,History
229179,05,1.0,Area/Ethnic Studies
229179,11,51.0,Computer Science
229179,12,3.0,Personal/Culinary
229179,13,175.0,Education
229179,19,118.0,Family/Consumer Sciences
229179,23,24.0,English
229179,24,172.0,Liberal Arts
229179,26,119.0,Biological Sciences
229179,27,13.0,Mathematics
229179,30,46.0,Interdisciplinary
229179,31,101.0,Parks/Recreation
229179,40,2.0,Physical Sciences
229179,42,147.0,Psychology
229179,43,28.0,Homeland Security
229179,44,48.0,Public Administration
229179,45,81.0,Social Sciences
229179,50,92.0,Visual/Performing Arts
229179,51,669.0,Health Professions
229179,52,242.0,Business
229179,54,17.0,History
229267,03,14.0,Natural Resources
229267,05,3.0,Area/Ethnic Studies
229267,09,31.0,Communication
229267,11,40.0,Computer Science
229267,13,0.0,Education
229267,14,35.0,Engineering
229267,16,42.0,Foreign Languages
229267,23,25.0,English
229267,24,0.0,Liberal Arts
229267,26,102.0,Biological Sciences
229267,27,21.0,Mathematics
229267,30,6.0,Interdisciplinary
229267,38,9.0,Philosophy/Religion
229267,40,26.0,Physical Sciences
229267,42,33.0,Psychology
229267,45,119.0,Social Sciences
229267,50,21.0,Visual/Performing Arts
229267,51,2.0,Health Professions
229267,52,146.0,Business
229267,54,22.0,History
229300,51,375.0,Health Professions
229337,51,1108.0,Health Professions
229355,51,30.0,Health Professions
229780,03,5.0,Natural Resources
229780,09,0.0,Communication
229780,11,6.0,Computer Science
229780,13,41.0,Education
229780,16,0.0,Foreign Languages
229780,23,4.0,English
229780,24,96.0,Liberal Arts
229780,26,14.0,Biological Sciences
229780,27,0.0,Mathematics
229780,29,1.0,Military Tech
229780,31,9.0,Parks/Recreation
229780,38,15.0,Philosophy/Religion
229780,39,1.0,Theology
229780,40,2.0,Physical Sciences
229780,42,8.0,Psychology
229780,43,76.0,Homeland Security
229780,44,48.0,Public Administration
229780,45,2.0,Social Sciences
229780,50,6.0,Visual/Performing Arts
229780,51,24.0,Health Professions
229780,52,217.0,Business
229780,54,2.0,History
229799,51,22.0,Health Professions
229814,01,193.0,Agriculture
229814,03,8.0,Natural Resources
229814,09,35.0,Communication
229814,11,19.0,Computer Science
229814,14,59.0,Engineering
229814,15,7.0,Engineering Tech
229814,16,1.0,Foreign Languages
229814,23,7.0,English
229814,24,137.0,Liberal Arts
229814,26,71.0,Biological Sciences
229814,27,9.0,Mathematics
229814,30,109.0,Interdisciplinary
229814,31,40.0,Parks/Recreation
229814,40,14.0,Physical Sciences
229814,42,37.0,Psychology
229814,43,67.0,Homeland Security
229814,44,37.0,Public Administration
229814,45,23.0,Social Sciences
229814,50,62.0,Visual/Performing Arts
229814,51,228.0,Health Professions
229814,52,273.0,Business
229814,54,10.0,History
229887,09,5.0,Communication
229887,13,0.0,Education
229887,23,0.0,English
229887,26,9.0,Biological Sciences
229887,27,1.0,Mathematics
229887,30,28.0,Interdisciplinary
229887,38,0.0,Philosophy/Religion
229887,40,0.0,Physical Sciences
229887,43,12.0,Homeland Security
229887,45,7.0,Social Sciences
229887,52,32.0,Business
230038,01,82.0,Agriculture
230038,04,9.0,Architecture
230038,05,51.0,Area/Ethnic Studies
230038,09,390.0,Communication
230038,10,22.0,Communications Tech
230038,11,476.0,Computer Science
230038,13,400.0,Education
230038,14,533.0,Engineering
230038,16,272.0,Foreign Languages
230038,19,279.0,Family/Consumer Sciences
230038,23,98.0,English
230038,24,29.0,Liberal Arts
230038,26,846.0,Biological Sciences
230038,27,227.0,Mathematics
230038,29,8.0,Military Tech
230038,30,23.0,Interdisciplinary
230038,31,253.0,Parks/Recreation
230038,38,24.0,Philosophy/Religion
230038,40,79.0,Physical Sciences
230038,42,339.0,Psychology
230038,45,491.0,Social Sciences
230038,50,317.0,Visual/Performing Arts
230038,51,487.0,Health Professions
230038,52,938.0,Business
230038,54,103.0,History
230047,05,11.0,Area/Ethnic Studies
230047,09,22.0,Communication
230047,11,24.0,Computer Science
230047,13,63.0,Education
230047,23,8.0,English
230047,24,1.0,Liberal Arts
230047,26,59.0,Biological Sciences
230047,27,10.0,Mathematics
230047,30,42.0,Interdisciplinary
230047,31,32.0,Parks/Recreation
230047,40,0.0,Physical Sciences
230047,41,0.0,Science Tech
230047,42,36.0,Psychology
230047,44,42.0,Public Administration
230047,45,31.0,Social Sciences
230047,50,22.0,Visual/Performing Arts
230047,52,184.0,Business
230047,54,3.0,History
230171,09,64.0,Communication
230171,11,33.0,Computer Science
230171,13,54.0,Education
230171,14,18.0,Engineering
230171,16,13.0,Foreign Languages
230171,23,30.0,English
230171,26,60.0,Biological Sciences
230171,27,8.0,Mathematics
230171,30,48.0,Interdisciplinary
230171,31,111.0,Parks/Recreation
230171,40,3.0,Physical Sciences
230171,42,74.0,Psychology
230171,43,53.0,Homeland Security
230171,45,8.0,Social Sciences
230171,50,86.0,Visual/Performing Arts
230171,51,304.0,Health Professions
230171,52,229.0,Business
230171,54,13.0,History
230366,51,58.0,Health Professions
230418,09,2.0,Communication
230418,11,11.0,Computer Science
230418,14,0.0,Engineering
230418,52,27.0,Business
230597,14,5.0,Engineering
230597,50,28.0,Visual/Performing Arts
230603,01,25.0,Agriculture
230603,09,76.0,Communication
230603,11,23.0,Computer Science
230603,13,130.0,Education
230603,14,45.0,Engineering
230603,15,30.0,Engineering Tech
230603,16,13.0,Foreign Languages
230603,19,101.0,Family/Consumer Sciences
230603,23,17.0,English
230603,24,154.0,Liberal Arts
230603,26,98.0,Biological Sciences
230603,27,18.0,Mathematics
230603,30,27.0,Interdisciplinary
230603,31,81.0,Parks/Recreation
230603,38,8.0,Philosophy/Religion
230603,40,27.0,Physical Sciences
230603,42,91.0,Psychology
230603,43,65.0,Homeland Security
230603,45,73.0,Social Sciences
230603,49,57.0,Transportation
230603,50,69.0,Visual/Performing Arts
230603,51,109.0,Health Professions
230603,52,268.0,Business
230603,54,34.0,History
230728,01,142.0,Agriculture
230728,03,38.0,Natural Resources
230728,04,33.0,Architecture
230728,05,32.0,Area/Ethnic Studies
230728,09,151.0,Communication
230728,11,197.0,Computer Science
230728,13,445.0,Education
230728,14,268.0,Engineering
230728,15,98.0,Engineering Tech
230728,16,20.0,Foreign Languages
230728,19,123.0,Family/Consumer Sciences
230728,22,14.0,Legal Professions
230728,23,91.0,English
230728,24,53.0,Liberal Arts
230728,26,174.0,Biological Sciences
230728,27,61.0,Mathematics
230728,30,227.0,Interdisciplinary
230728,31,154.0,Parks/Recreation
230728,38,16.0,Philosophy/Religion
230728,40,31.0,Physical Sciences
230728,42,207.0,Psychology
230728,44,84.0,Public Administration
230728,45,474.0,Social Sciences
230728,47,0.0,Mechanic/Repair
230728,49,89.0,Transportation
230728,50,98.0,Visual/Performing Arts
230728,51,394.0,Health Professions
230728,52,460.0,Business
230728,54,57.0,History
230737,03,5.0,Natural Resources
230737,04,11.0,Architecture
230737,09,204.0,Communication
230737,10,10.0,Communications Tech
230737,11,241.0,Computer Science
230737,13,240.0,Education
230737,14,123.0,Engineering
230737,15,44.0,Engineering Tech
230737,16,31.0,Foreign Languages
230737,19,163.0,Family/Consumer Sciences
230737,22,1.0,Legal Professions
230737,23,83.0,English
230737,24,73.0,Liberal Arts
230737,26,179.0,Biological Sciences
230737,27,31.0,Mathematics
230737,30,26.0,Interdisciplinary
230737,31,113.0,Parks/Recreation
230737,38,20.0,Philosophy/Religion
230737,40,24.0,Physical Sciences
230737,42,408.0,Psychology
230737,43,212.0,Homeland Security
230737,44,50.0,Public Administration
230737,45,136.0,Social Sciences
230737,46,81.0,Construction Trades
230737,49,201.0,Transportation
230737,50,259.0,Visual/Performing Arts
230737,51,228.0,Health Professions
230737,52,887.0,Business
230737,54,13.0,History
230764,03,35.0,Natural Resources
230764,04,51.0,Architecture
230764,05,63.0,Area/Ethnic Studies
230764,09,256.0,Communication
230764,11,495.0,Computer Science
230764,13,55.0,Education
230764,14,468.0,Engineering
230764,16,67.0,Foreign Languages
230764,19,100.0,Family/Consumer Sciences
230764,22,0.0,Legal Professions
230764,23,118.0,English
230764,24,0.0,Liberal Arts
230764,26,475.0,Biological Sciences
230764,27,79.0,Mathematics
230764,30,220.0,Interdisciplinary
230764,31,118.0,Parks/Recreation
230764,38,28.0,Philosophy/Religion
230764,40,120.0,Physical Sciences
230764,42,442.0,Psychology
230764,44,114.0,Public Administration
230764,45,798.0,Social Sciences
230764,50,371.0,Visual/Performing Arts
230764,51,303.0,Health Professions
230764,52,714.0,Business
230764,54,66.0,History
230782,03,8.0,Natural Resources
230782,09,91.0,Communication
230782,11,168.0,Computer Science
230782,13,153.0,Education
230782,14,44.0,Engineering
230782,15,79.0,Engineering Tech
230782,16,27.0,Foreign Languages
230782,19,79.0,Family/Consumer Sciences
230782,23,68.0,English
230782,24,35.0,Liberal Arts
230782,26,99.0,Biological Sciences
230782,27,26.0,Mathematics
230782,30,0.0,Interdisciplinary
230782,31,41.0,Parks/Recreation
230782,38,2.0,Philosophy/Religion
230782,40,20.0,Physical Sciences
230782,42,98.0,Psychology
230782,43,101.0,Homeland Security
230782,44,75.0,Public Administration
230782,45,61.0,Social Sciences
230782,50,80.0,Visual/Performing Arts
230782,51,796.0,Health Professions
230782,52,380.0,Business
230782,54,15.0,History
230807,03,14.0,Natural Resources
230807,05,1.0,Area/Ethnic Studies
230807,09,10.0,Communication
230807,11,11.0,Computer Science
230807,13,10.0,Education
230807,23,9.0,English
230807,24,6.0,Liberal Arts
230807,26,30.0,Biological Sciences
230807,27,3.0,Mathematics
230807,30,19.0,Interdisciplinary
230807,31,12.0,Parks/Recreation
230807,38,2.0,Philosophy/Religion
230807,40,14.0,Physical Sciences
230807,42,16.0,Psychology
230807,43,6.0,Homeland Security
230807,45,15.0,Social Sciences
230807,49,1.0,Transportation
230807,50,29.0,Visual/Performing Arts
230807,51,69.0,Health Professions
230807,52,69.0,Business
230807,54,2.0,History
230816,01,0.0,Agriculture
230816,03,4.0,Natural Resources
230816,04,2.0,Architecture
230816,05,1.0,Area/Ethnic Studies
230816,09,2.0,Communication
230816,10,5.0,Communications Tech
230816,11,9.0,Computer Science
230816,13,2.0,Education
230816,15,0.0,Engineering Tech
230816,16,17.0,Foreign Languages
230816,19,1.0,Family/Consumer Sciences
230816,22,0.0,Legal Professions
230816,23,47.0,English
230816,24,0.0,Liberal Arts
230816,25,0.0,Library Science
230816,26,4.0,Biological Sciences
230816,27,7.0,Mathematics
230816,30,4.0,Interdisciplinary
230816,38,1.0,Philosophy/Religion
230816,40,8.0,Physical Sciences
230816,42,6.0,Psychology
230816,44,6.0,Public Administration
230816,45,14.0,Social Sciences
230816,50,88.0,Visual/Performing Arts
230816,51,0.0,Health Professions
230816,52,0.0,Business
230816,54,4.0,History
230852,03,5.0,Natural Resources
230852,09,16.0,Communication
230852,11,228.0,Computer Science
230852,13,12.0,Education
230852,22,7.0,Legal Professions
230852,23,15.0,English
230852,24,14.0,Liberal Arts
230852,27,1.0,Mathematics
230852,30,4.0,Interdisciplinary
230852,42,5.0,Psychology
230852,43,80.0,Homeland Security
230852,44,12.0,Public Administration
230852,50,147.0,Visual/Performing Arts
230852,51,10.0,Health Professions
230852,52,129.0,Business
230889,13,26.0,Education
230889,23,2.0,English
230889,24,14.0,Liberal Arts
230889,42,2.0,Psychology
230889,50,6.0,Visual/Performing Arts
230959,03,58.0,Natural Resources
230959,04,12.0,Architecture
230959,05,28.0,Area/Ethnic Studies
230959,11,57.0,Computer Science
230959,13,5.0,Education
230959,16,45.0,Foreign Languages
230959,23,29.0,English
230959,24,5.0,Liberal Arts
230959,26,108.0,Biological Sciences
230959,27,31.0,Mathematics
230959,30,6.0,Interdisciplinary
230959,38,13.0,Philosophy/Religion
230959,40,35.0,Physical Sciences
230959,42,41.0,Psychology
230959,45,239.0,Social Sciences
230959,50,42.0,Visual/Performing Arts
230959,51,0.0,Health Professions
230959,54,13.0,History
230995,03,6.0,Natural Resources
230995,04,14.0,Architecture
230995,09,9.0,Communication
230995,11,103.0,Computer Science
230995,13,15.0,Education
230995,14,59.0,Engineering
230995,16,5.0,Foreign Languages
230995,23,4.0,English
230995,26,24.0,Biological Sciences
230995,27,3.0,Mathematics
230995,29,111.0,Military Tech
230995,30,4.0,Interdisciplinary
230995,31,26.0,Parks/Recreation
230995,40,5.0,Physical Sciences
230995,42,27.0,Psychology
230995,43,117.0,Homeland Security
230995,45,61.0,Social Sciences
230995,50,0.0,Visual/Performing Arts
230995,51,41.0,Health Professions
230995,52,86.0,Business
230995,54,13.0,History
231059,03,14.0,Natural Resources
231059,05,5.0,Area/Ethnic Studies
231059,09,10.0,Communication
231059,11,10.0,Computer Science
231059,13,18.0,Education
231059,14,2.0,Engineering
231059,16,7.0,Foreign Languages
231059,23,8.0,English
231059,26,47.0,Biological Sciences
231059,27,9.0,Mathematics
231059,30,2.0,Interdisciplinary
231059,38,10.0,Philosophy/Religion
231059,40,7.0,Physical Sciences
231059,42,53.0,Psychology
231059,45,56.0,Social Sciences
231059,50,12.0,Visual/Performing Arts
231059,51,27.0,Health Professions
231059,52,67.0,Business
231059,54,13.0,History
231095,01,17.0,Agriculture
231095,24,2.0,Liberal Arts
231095,26,7.0,Biological Sciences
231095,31,6.0,Parks/Recreation
231165,01,2.0,Agriculture
231165,03,8.0,Natural Resources
231165,05,1.0,Area/Ethnic Studies
231165,09,14.0,Communication
231165,11,21.0,Computer Science
231165,13,37.0,Education
231165,14,7.0,Engineering
231165,15,27.0,Engineering Tech
231165,16,1.0,Foreign Languages
231165,23,10.0,English
231165,24,27.0,Liberal Arts
231165,26,36.0,Biological Sciences
231165,27,13.0,Mathematics
231165,30,14.0,Interdisciplinary
231165,31,65.0,Parks/Recreation
231165,38,1.0,Philosophy/Religion
231165,40,14.0,Physical Sciences
231165,42,62.0,Psychology
